pair_id,left_path,right_path,left_problem,right_problem,left_program,right_program,left_tokens,right_tokens,left_complexity,right_complexity,shared_tokens
N00278,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00278/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00278/right/Main.java,p03076,p03073,s945958545.java,s886234963.java,207,207,7,6,15
N00279,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00279/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00279/right/Main.java,p03285,p03281,s480654395.java,s876631167.java,142,142,4,5,22
N00280,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00280/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00280/right/Main.java,p02381,p02258,s332919765.java,s589043019.java,180,180,4,4,23
N00281,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00281/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00281/right/Main.java,p02699,p02700,s477872038.java,s133900272.java,119,119,1,1,15
N00282,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00282/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00282/right/Main.java,p02897,p02898,s889710649.java,s074226272.java,104,104,2,2,15
N00283,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00283/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00283/right/Main.java,p03378,p03325,s233577511.java,s441677360.java,203,203,5,5,22
N00284,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00284/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00284/right/Main.java,p02724,p02723,s415873580.java,s643299268.java,116,116,2,2,9
N00285,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00285/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00285/right/Main.java,p03146,p03136,s980989047.java,s729183322.java,187,187,3,3,16
N00286,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00286/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00286/right/Main.java,p02989,p03109,s183504039.java,s759247351.java,171,171,1,1,10
N00287,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00287/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00287/right/Main.java,p03087,p03086,s792125069.java,s952416762.java,211,211,3,4,16
N00288,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00288/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00288/right/Main.java,p03416,p03370,s322811580.java,s360397175.java,161,161,3,3,27
N00289,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00289/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00289/right/Main.java,p02812,p02818,s114674167.java,s075314693.java,142,142,2,2,16
N00290,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00290/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00290/right/Main.java,p03448,p03378,s477758013.java,s330004766.java,251,251,4,4,22
N00291,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00291/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00291/right/Main.java,p02829,p02847,s023974100.java,s479477553.java,175,175,9,8,15
N00292,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00292/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00292/right/Main.java,p02547,p02420,s030497010.java,s416091256.java,225,225,4,5,13
N00293,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00293/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00293/right/Main.java,p02411,p02412,s663243533.java,s304387027.java,266,266,8,9,15
N00294,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00294/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00294/right/Main.java,p03680,p03775,s661460980.java,s056172002.java,159,159,4,3,27
N00295,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00295/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00295/right/Main.java,p02887,p02886,s846998328.java,s552388895.java,140,140,2,2,17
N00296,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00296/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00296/right/Main.java,p02835,p02831,s807833649.java,s630137635.java,109,109,1,1,27
N00297,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00297/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00297/right/Main.java,p03075,p03107,s647758200.java,s777057413.java,131,131,1,1,27
N00298,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00298/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00298/right/Main.java,p02612,p02552,s058637963.java,s298836668.java,85,85,2,2,23
N00299,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00299/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00299/right/Main.java,p03371,p03360,s449569127.java,s268353742.java,171,171,1,1,12
N00300,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00300/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00300/right/Main.java,p03281,p03073,s304965969.java,s877200919.java,417,417,7,10,14
N00301,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00301/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00301/right/Main.java,p03261,p03242,s139801596.java,s419800729.java,237,237,5,4,23
N00302,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00302/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00302/right/Main.java,p02263,p02259,s149624196.java,s265234544.java,319,319,5,7,13
N00303,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00303/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00303/right/Main.java,p03494,p03680,s978512490.java,s606465211.java,174,174,4,3,28
N00304,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00304/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00304/right/Main.java,p02818,p02791,s145862167.java,s782661255.java,162,162,4,3,17
N00305,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00305/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00305/right/Main.java,p02627,p02640,s376845291.java,s701820845.java,149,149,1,1,12
N00306,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00306/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00306/right/Main.java,p00006,p03493,s563850635.java,s579104274.java,75,74,0,0,15
N00307,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00307/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00307/right/Main.java,p02860,p02848,s328679431.java,s802187488.java,132,132,2,2,23
N00308,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00308/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00308/right/Main.java,p03071,p03136,s856275743.java,s536906654.java,120,120,3,3,15
N00309,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00309/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00309/right/Main.java,p02258,p00005,s277145261.java,s004070500.java,180,180,2,2,11
N00310,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00310/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00310/right/Main.java,p02582,p02576,s700415964.java,s582107194.java,387,387,5,4,11
N00311,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00311/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00311/right/Main.java,p03352,p03325,s846904581.java,s966157636.java,147,147,2,2,17
N00312,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00312/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00312/right/Main.java,p02389,p02399,s017881228.java,s174669046.java,142,142,0,0,17
N00313,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00313/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00313/right/Main.java,p02258,p02391,s085149420.java,s883526396.java,172,172,2,2,15
N00314,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00314/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00314/right/Main.java,p02711,p02712,s441392980.java,s314368020.java,128,128,3,4,23
N00315,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00315/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00315/right/Main.java,p04030,p03435,s924301124.java,s532124674.java,603,603,10,8,11
N00316,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00316/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00316/right/Main.java,p02411,p02410,s554037547.java,s406503611.java,265,265,8,6,21
N00317,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00317/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00317/right/Main.java,p02898,p03012,s681280287.java,s797175334.java,638,638,12,17,17
N00318,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00318/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00318/right/Main.java,p02404,p02403,s522479950.java,s701581292.java,246,246,6,5,22
N00319,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00319/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00319/right/Main.java,p03289,p03281,s829257825.java,s495060117.java,232,232,6,8,9
N00320,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00320/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00320/right/Main.java,p02754,p02771,s771406508.java,s356529760.java,110,110,1,1,23
N00321,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00321/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00321/right/Main.java,p02711,p02701,s143855354.java,s799795787.java,166,166,4,3,16
N00322,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00322/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00322/right/Main.java,p03371,p03370,s249644319.java,s686805640.java,193,193,1,1,15
N00323,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00323/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00323/right/Main.java,p02958,p02983,s490300210.java,s302144759.java,153,153,4,4,13
N00324,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00324/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00324/right/Main.java,p00002,p04030,s158102056.java,s243730355.java,107,106,1,1,11
N00325,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00325/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00325/right/Main.java,p02706,p02707,s463845052.java,s252184374.java,164,164,3,3,16
N00326,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00326/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00326/right/Main.java,p02393,p02381,s370550209.java,s320300711.java,256,256,3,4,16
